Matteo 1:1	Genealogia di Gesù Cristo figlio di Davide, figlio di Abrahamo.
Luca 7:12	E quando fu vicino alla porta della città, ecco che si portava a seppellire un morto, figlio unico di sua madre; e questa era vedova; e una grande moltitudine della città era con lei.
Luca 7:13	E il Signore, vedutala, ebbe pietà di lei e le disse: “Non piangere”.
Luca 7:14	E accostatosi, toccò la bara; i portatori si fermarono, ed egli disse: “Giovane, io te lo dico, alzati!”.
Luca 7:15	E il morto si mise a sedere e cominciò a parlare. E Gesù lo diede a sua madre.
Luca 7:16	Tutti furono presi da timore, e glorificavano Dio dicendo: “Un grande profeta è sorto fra noi” e “Dio ha visitato il suo popolo”.
Luca 7:17	E questi discorsi riguardo a Gesù si sparsero per tutta la Giudea e per tutto il paese circostante.
Luca 7:18	E i discepoli di Giovanni gli riferirono tutte queste cose.
Luca 7:19	Ed egli, chiamati a sé due dei suoi discepoli, li mandò dal Signore a dirgli: “Sei tu colui che deve venire o ne aspetteremo noi un altro?”.
Luca 7:20	E quelli, presentatisi a Gesù, gli dissero: “Giovanni Battista ci ha mandato da te a dirti: ‘Sei tu colui che deve venire, o ne aspetteremo noi un altro?’”.
Luca 7:21	In quella stessa ora, Gesù guarì molti di malattie, di infermità e di spiriti maligni, e a molti ciechi donò la vista.
Luca 7:22	E, rispondendo, disse loro: “Andate a riferire a Giovanni quello che avete veduto e udito: i ciechi recuperano la vista, gli zoppi camminano, i lebbrosi sono purificati, i sordi odono, i morti risuscitano, il vangelo è annunciato ai poveri.
Luca 7:23	E beato colui che non trova in me occasione di caduta!”.
Luca 7:24	Quando i messi di Giovanni se ne furono andati, Gesù prese a dire alle folle riguardo a Giovanni: “Che andaste a vedere nel deserto? Una canna dimenata dal vento?
Luca 7:25	Ma che andaste a vedere? Un uomo avvolto in morbide vesti? Ecco, quelli che portano delle vesti magnifiche e vivono in delizie stanno nei palazzi dei re.
Luca 7:26	Ma che andaste a vedere? Un profeta? Sì, vi dico, e uno più che profeta.
Luca 7:27	Egli è colui del quale è scritto: ‘Ecco, io mando il mio messaggero davanti al tuo cospetto che preparerà la tua via dinanzi a te’.
Luca 7:28	Io ve lo dico: fra i nati di donna non ce n’è alcuno maggiore di Giovanni; però, il minimo nel regno di Dio è maggiore di lui.
Luca 7:29	E tutto il popolo che l’ha udito, e anche i pubblicani, hanno riconosciuto che Dio è giusto, facendosi battezzare del battesimo di Giovanni;
Luca 7:30	ma i Farisei e i dottori della legge hanno reso vano per loro stessi il consiglio di Dio, non facendosi battezzare da lui.
Luca 7:31	A chi dunque paragonerò gli uomini di questa generazione? E a chi sono simili?
Luca 7:32	Sono simili ai fanciulli che siedono in piazza e gridano gli uni agli altri: ‘Vi abbiamo suonato il flauto e non avete ballato; abbiamo cantato dei lamenti e non avete pianto’.
Luca 7:33	Difatti è venuto Giovanni Battista non mangiando pane né bevendo vino, e voi dite: ‘Ha un demonio’.
Luca 7:34	È venuto il Figlio dell’uomo mangiando e bevendo, e voi dite: ‘Ecco un mangiatore e un beone, un amico dei pubblicani e dei peccatori!’.
Luca 7:35	Ma la saggezza è stata riconosciuta giusta tramite tutti i suoi figli”.
Luca 7:36	Ora, uno dei Farisei lo pregò di mangiare da lui; ed egli, entrato in casa del Fariseo, si mise a tavola.
Luca 7:37	Ed ecco, una donna che era in quella città, una peccatrice, saputo che egli era a tavola in casa del Fariseo, portò un alabastro di olio profumato;
Luca 7:38	e stando dietro, ai suoi piedi, piangendo cominciò a rigargli di lacrime i piedi, e li asciugava con i capelli del suo capo; e gli baciava e ribaciava i piedi e li ungeva con l’olio.
Luca 7:39	Il Fariseo che l’aveva invitato, veduto ciò, disse fra sé: “Costui, se fosse profeta, saprebbe chi e quale sia la donna che lo tocca; perché è una peccatrice”.
Luca 7:40	E Gesù, rispondendo, gli disse: “Simone, ho qualcosa da dirti”. Ed egli:
Luca 7:41	“Maestro, di’ pure”. “Un creditore aveva due debitori; uno gli doveva cinquecento denari e l’altro cinquanta.
Luca 7:42	E non avendo essi di che pagare, condonò il debito a entrambi. Chi di loro dunque lo amerà di più?”.
Luca 7:43	Simone, rispondendo, disse: “Stimo sia colui al quale ha condonato di più”. E Gesù gli disse: “Hai giudicato rettamente”.
Luca 7:44	E voltosi alla donna, disse a Simone: “Vedi questa donna? Io sono entrato in casa tua, e tu non mi hai dato dell’acqua ai piedi; ma ella mi ha rigato i piedi di lacrime e li ha asciugati con i suoi capelli.
Luca 7:45	Tu non mi hai dato alcun bacio; ma lei, da che sono entrato, non ha smesso di baciarmi i piedi.
Luca 7:46	Tu non mi hai unto il capo di olio; ma lei mi ha unto i piedi di profumo.
Luca 7:47	Per la qual cosa, io ti dico: le sono rimessi i suoi molti peccati, perché ha molto amato; ma colui a cui poco è rimesso, poco ama”.
Luca 7:48	Poi disse alla donna: “I tuoi peccati ti sono rimessi”.
Luca 7:49	E quelli che erano a tavola con lui, cominciarono a dire dentro di sé: “Chi è costui che rimette anche i peccati?”.
Luca 7:50	Ma egli disse alla donna: “La tua fede ti ha salvato; vattene in pace”.
Luca 8:1	E avvenne in seguito che egli andò attorno di città in città e di villaggio in villaggio, predicando e annunciando la buona novella del regno di Dio;
Luca 8:2	e con lui c’erano i dodici e certe donne che erano state guarite da spiriti maligni e da infermità: Maria, detta Maddalena, dalla quale erano usciti sette demoni,
Luca 8:3	e Giovanna, moglie di Cuza, amministratore di Erode, e Susanna e molte altre che assistevano Gesù e i suoi con i loro beni.
Luca 8:4	Ora, mentre si radunava una gran folla e la gente di ogni città accorreva a lui, egli disse in parabola:
Luca 8:5	“Il seminatore uscì a seminare la sua semenza; e mentre seminava, una parte dei semi cadde lungo la strada, e fu calpestata e gli uccelli del cielo la mangiarono.
Luca 8:6	E un’altra cadde sulla roccia; e non appena nacque si seccò perché non aveva umidità.
Luca 8:7	E un’altra cadde in mezzo alle spine; e le spine, nate insieme con essa, la soffocarono.
Luca 8:8	E un’altra parte cadde in buona terra; e germogliata che fu, fruttò il cento per uno”. Dicendo queste cose, esclamò: “Chi ha orecchi per udire oda”.
Luca 8:9	E i suoi discepoli gli domandarono che cosa volesse dire questa parabola.
Luca 8:10	Ed egli disse: “A voi è dato di conoscere i misteri del regno di Dio; ma agli altri se ne parla in parabole, affinché vedendo non vedano, e udendo non intendano.
Luca 8:11	Ora, questo è il senso della parabola: il seme è la parola di Dio.
Luca 8:12	Quelli lungo la strada sono coloro che hanno udito; ma poi viene il diavolo e porta via la Parola dal loro cuore, affinché non credano e non siano salvati.
Luca 8:13	E quelli sulla roccia sono coloro i quali, quando hanno udito la Parola, la ricevono con allegrezza; ma costoro non hanno radice, credono per un tempo, e quando viene la prova, si tirano indietro.
Luca 8:14	E quello che è caduto fra le spine sono coloro che hanno udito, ma se ne vanno e restano soffocati dalle cure e dalle ricchezze e dai piaceri della vita, e non arrivano a maturità.
Luca 8:15	E quello che è in buona terra sono coloro i quali, dopo aver udito la Parola, la serbano in un cuore onesto e buono, e portano frutto con perseveranza.
Luca 8:16	Ora nessuno, accesa una lampada, la copre con un vaso, o la mette sotto il letto; anzi la mette sul candeliere, affinché chi entra veda la luce.
Luca 8:17	Poiché non c’è nulla di nascosto che non diventerà manifesto, né di segreto che non si saprà e non verrà alla luce.
Luca 8:18	Badate dunque come ascoltate: perché a chi ha sarà dato; ma a chi non ha, anche quello che pensa di avere gli sarà tolto”.
Luca 8:19	Ora, sua madre e i suoi fratelli vennero a lui; e non potevano avvicinarglisi a motivo della folla.
Luca 8:20	E gli fu riferito: “Tua madre e i tuoi fratelli sono là fuori e ti vogliono vedere”.
Luca 8:21	Ma egli, rispondendo, disse loro: “Mia madre e miei fratelli sono quelli che ascoltano la parola di Dio e la mettono in pratica”.
Luca 8:22	Ora avvenne, in uno di quei giorni, che egli entrò in una barca con i suoi discepoli, e disse loro: “Passiamo all’altra riva del lago”. E presero il largo.
Luca 8:23	E mentre navigavano, egli si addormentò; e calò sul lago un turbine di vento, tanto che la barca si riempì d’acqua, ed essi erano in pericolo.
Luca 8:24	E accostatisi, lo svegliarono, dicendo: “Maestro, Maestro, noi periamo!”. Ma egli, destatosi, sgridò il vento e i flutti che si acquietarono, e si fece bonaccia.
Luca 8:25	Poi disse loro: “Dov’è la vostra fede?”. Ma essi, impauriti e meravigliati, dicevano l’uno all’altro: “Chi è mai costui che comanda anche ai venti e all’acqua e gli obbediscono?”.
Luca 8:26	E navigarono verso il paese dei Geraseni che è di fronte alla Galilea.
Luca 8:27	E quando egli fu smontato a terra, gli si fece incontro un uomo della città, il quale era posseduto da demoni e da lungo tempo non indossava vestito, e non abitava in nessuna casa ma stava nei sepolcri.
Luca 8:28	Ora, quando ebbe veduto Gesù, lanciò un grido, gli si prostrò dinanzi, e disse con gran voce: “Che vuoi da me, o Gesù, Figlio del Dio altissimo? Ti prego, non mi tormentare”.
Luca 8:29	Poiché Gesù aveva comandato allo spirito impuro di uscire da quell’uomo; molte volte infatti esso se ne era impadronito; e benché lo si fosse legato con catene e custodito in ceppi, aveva spezzato i legami, e veniva portato via dal demonio nei deserti.
Luca 8:30	E Gesù gli domandò: “Qual è il tuo nome?”. Ed egli rispose: “Legione”, perché molti demoni erano entrati in lui.
Luca 8:31	Ed essi lo pregarono che non comandasse loro di andare nell’abisso.
Luca 8:32	Ora, c’era lì un branco numeroso di porci che pascolava sul monte; e quei demoni lo pregarono di permettere loro di entrare in quelli.
Luca 8:33	Ed egli lo permise loro. E i demoni, usciti da quell’uomo, entrarono nei porci; e quel branco si avventò a precipizio giù nel lago e affogò.
Luca 8:34	E quando quelli che li pasturavano videro ciò che era avvenuto, se ne fuggirono e portarono la notizia in città e per la campagna.
Luca 8:35	E la gente uscì fuori a vedere l’accaduto; e venuta a Gesù, trovò l’uomo, dal quale erano usciti i demoni, che sedeva ai piedi di Gesù, vestito e sano di mente; e si impaurirono.
Luca 8:36	E quelli che avevano veduto raccontarono loro come l’indemoniato era stato liberato.
Luca 8:37	E l’intera popolazione della circostante regione dei Geraseni pregò Gesù che se ne andasse da loro, perché erano presi da grande spavento. Ed egli, montato nella barca, se ne tornò indietro.
Luca 8:38	E l’uomo dal quale erano usciti i demoni lo pregò di poter stare con lui, ma Gesù lo congedò, dicendo:
Luca 8:39	“Torna a casa tua, e racconta le grandi cose che Dio ha fatto per te”. Ed egli se ne andò per tutta la città, proclamando le grandi cose che Gesù aveva fatto per lui.
Luca 8:40	Al suo ritorno, Gesù fu accolto dalla folla, perché tutti lo stavano aspettando.
Luca 8:41	Ed ecco venire un uomo, chiamato Iairo, che era capo della sinagoga; e gettatosi ai piedi di Gesù, lo pregò di entrare in casa sua,
Luca 8:42	perché aveva una figlia unica di circa dodici anni, e quella stava per morire. Ora, mentre Gesù vi andava, la moltitudine si affollava attorno a lui.
Luca 8:43	E una donna che aveva un flusso di sangue da dodici anni e aveva speso in medici tutta la sua sostanza senza poter essere guarita da alcuno,
Luca 8:44	accostatasi per di dietro, gli toccò il lembo della veste; e in quell’istante il suo flusso si arrestò.
Luca 8:45	E Gesù domandò: “Chi mi ha toccato?”. Siccome tutti negavano, Pietro e quelli che erano con lui risposero: “Maestro, le folle ti stringono e si affollano attorno a te”.
Luca 8:46	Ma Gesù replicò: “Qualcuno mi ha toccato, perché ho sentito che una virtù è uscita da me”.
Luca 8:47	E la donna, vedendo che non era rimasta inosservata, venne tutta tremante, e gettatasi ai suoi piedi, dichiarò, in presenza di tutto il popolo, per quale motivo lo aveva toccato e come era stata guarita in un istante.
Luca 8:48	Ma egli le disse: “Figlia, la tua fede ti ha salvato; vattene in pace”.
Luca 8:49	Mentre egli parlava ancora, venne uno da casa del capo della sinagoga a dirgli: “Tua figlia è morta; non scomodare oltre il Maestro”.
Luca 8:50	Ma Gesù, udito ciò, rispose a Iairo: “Non temere; solo abbi fede, ed ella sarà salvata”.
Luca 8:51	E arrivato alla casa, non permise a nessuno di entrarvi con lui, salvo che a Pietro, a Giovanni, a Giacomo e al padre e alla madre della fanciulla.
Luca 8:52	Ora, tutti piangevano e facevano cordoglio per lei. Ma egli disse: “Non piangete; non è morta, ma dorme”.
Luca 8:53	E ridevano di lui, sapendo che era morta.
Luca 8:54	Ma egli, presala per la mano, disse ad alta voce: “Fanciulla, alzati!”.
Luca 8:55	E lo spirito di lei tornò; ella si alzò subito, ed egli comandò che le si desse da mangiare.
Luca 8:56	E i genitori di lei sbigottirono; ma egli ordinò loro di non dire a nessuno quello che era avvenuto.
Luca 9:1	Ora Gesù, chiamati assieme i dodici, diede loro potere e autorità su tutti i demoni e di guarire le malattie.
Luca 9:2	E li mandò a predicare il regno di Dio e a guarire gli infermi.
Luca 9:3	E disse loro: “Non prendete nulla per il viaggio: né bastone, né sacca, né pane, né denaro, e non abbiate tunica di ricambio.
Luca 9:4	E in qualunque casa entrerete, in quella dimorate e da quella ripartite.
Luca 9:5	E quanto a quelli che non vi riceveranno, uscendo dalla loro città, scuotete la polvere dai vostri piedi, come testimonianza contro di loro”.
Luca 9:6	Ed essi, partiti, andarono attorno di villaggio in villaggio, evangelizzando e facendo guarigioni in ogni dove.
Luca 9:7	Ora, Erode il tetrarca udì parlare di tutti quei fatti; e ne era perplesso, perché alcuni dicevano: “Giovanni è risuscitato dai morti”;
Luca 9:8	altri dicevano: “È apparso Elia”; e altri: “È risuscitato uno degli antichi profeti”.
Luca 9:9	Ma Erode disse: Giovanni l’ho fatto decapitare; chi è dunque costui del quale sento dire tali cose? E cercava di vederlo.
Luca 9:10	E gli apostoli, essendo ritornati, raccontarono a Gesù tutte le cose che avevano fatto; ed egli, presili con sé, si ritirò in disparte verso una città chiamata Betsaida.
Luca 9:11	Ma le folle, avendolo saputo, lo seguirono; ed egli, accoltele, parlò loro del regno di Dio, e guarì quelli che avevano bisogno di guarigione.
Luca 9:12	Ora, il giorno cominciava a declinare; e i dodici, accostatisi, gli dissero: “Congeda la moltitudine, affinché se ne vada per i villaggi e per le campagne circostanti per alloggiare e per trovare da mangiare, perché qui siamo in un luogo deserto”.
Luca 9:13	Ma egli disse loro: “Date loro voi da mangiare”. Ed essi risposero: “Noi non abbiamo altro che cinque pani e due pesci, a meno che non andiamo noi a comprare dei viveri per tutta questa gente”.
Luca 9:14	Poiché c’erano cinquemila uomini. Ed egli disse ai suoi discepoli: “Fateli accomodare a cerchi di una cinquantina”. E così li fecero accomodare tutti.
Luca 9:15	Poi Gesù prese i cinque pani e i due pesci;
Luca 9:16	e levati gli occhi al cielo, li benedisse, li spezzò e li diede ai suoi discepoli per metterli dinanzi alla gente.
