Mateo 1:1	Libro de la genealogía de Jesucristo, hijo de David, hijo de Abraham:
Marcos 8:8	Y comieron y se saciaron; y recogieron, de los pedazos que habían sobrado, siete cestas.
Marcos 8:9	Y eran los que comieron como cuatro mil; y los despidió.
Marcos 8:10	Y entrando enseguida en la barca con sus discípulos, fue a la región de Dalmanuta.
Marcos 8:11	Y vinieron los fariseos y comenzaron a discutir con él, pidiéndole una señal del cielo, para tentarle.
Marcos 8:12	Y gimiendo en su espíritu, dijo: ¿Por qué pide una señal esta generación? De cierto os digo que no se dará señal a esta generación.
Marcos 8:13	Y dejándolos, volvió a entrar en la barca y se fue al otro lado.
Marcos 8:14	Y se habían olvidado de llevar pan, y no tenían sino un pan consigo en la barca.
Marcos 8:15	Y les mandó, diciendo: Mirad, guardaos de la levadura de los fariseos y de la levadura de Herodes.
Marcos 8:16	Y discutían los unos con los otros, diciendo: Es porque no tenemos pan.
Marcos 8:17	Y como Jesús lo entendió, les dijo: ¿Por qué discutís? ¿Porque no tenéis pan? ¿Todavía no comprendéis ni entendéis? ¿Aún tenéis endurecido vuestro corazón?
Marcos 8:18	¿Teniendo ojos no veis, y teniendo oídos no oís? ¿Y no recordáis?
Marcos 8:19	Cuando partí los cinco panes entre cinco mil, ¿cuántas cestas llenas de pedazos recogisteis? Y ellos dijeron: Doce.
Marcos 8:20	Y cuando repartí los siete panes entre cuatro mil, ¿cuántas cestas llenas de pedazos recogisteis? Y ellos dijeron: Siete.
Marcos 8:21	Y les dijo: ¿Cómo aún no entendéis?
Marcos 8:22	Y vino a Betsaida, y le trajeron un ciego y le rogaron que le tocase.
Marcos 8:23	Entonces, tomando la mano del ciego, le sacó fuera de la aldea; y después de escupir en sus ojos y de poner las manos sobre él, le preguntó si veía algo.
Marcos 8:24	Y él, alzando la vista, dijo: Veo los hombres, pero los veo como árboles que andan.
Marcos 8:25	Entonces le puso otra vez las manos sobre los ojos y le hizo que mirase; y fue restablecido, y vio de lejos y claramente a todos.
Marcos 8:26	Y le envió a su casa, diciendo: No entres en la aldea, ni lo digas a nadie en la aldea.
Marcos 8:27	Y salió Jesús con sus discípulos por las aldeas de Cesarea de Filipo. Y por el camino preguntó a sus discípulos, diciéndoles: ¿Quién dicen los hombres que soy yo?
Marcos 8:28	Y ellos respondieron: unos, Juan el Bautista; y otros, Elías; y otros, alguno de los profetas.
Marcos 8:29	Entonces él les dijo: Y vosotros, ¿quién decís que soy yo? Y respondiendo Pedro, le dijo: Tú eres el Cristo.
Marcos 8:30	Pero les mandó que no hablasen acerca de él a ninguno.
Marcos 8:31	Y comenzó a enseñarles que el Hijo del Hombre tenía que padecer mucho y ser desechado por los ancianos, y por los principales sacerdotes y por los escribas, y ser muerto y resucitar después de tres días.
Marcos 8:32	Y claramente decía esta palabra. Entonces Pedro le llevó aparte y comenzó a reprenderle.
Marcos 8:33	Y él, volviéndose y mirando a sus discípulos, reprendió a Pedro, diciendo: Apártate de mí, Satanás, porque no sabes las cosas que son de Dios, sino las que son de los hombres.
Marcos 8:34	Y llamando a la gente y a sus discípulos, les dijo: Si alguno quiere venir en pos de mí, niéguese a sí mismo, y tome su cruz y sígame.
Marcos 8:35	Porque el que quiera salvar su vida la perderá; pero el que pierda su vida por causa de mí y del evangelio la salvará.
Marcos 8:36	Porque, ¿qué aprovechará al hombre si gana todo el mundo y pierde su alma?
Marcos 8:37	¿O qué recompensa dará el hombre por su alma?
Marcos 8:38	Porque el que se avergonzare de mí y de mis palabras en esta generación adúltera y pecadora, también el Hijo del Hombre se avergonzará de él cuando venga en la gloria de su Padre con los santos ángeles.
Marcos 9:1	También les dijo: De cierto os digo que hay algunos de los que están aquí que no probarán la muerte hasta que hayan visto el reino de Dios que viene con poder.
Marcos 9:2	Y seis días después, tomó Jesús a Pedro, y a Jacobo y a Juan, y los llevó aparte, solos, a un monte alto; y fue transfigurado delante de ellos.
Marcos 9:3	Y sus vestidos se volvieron resplandecientes, muy blancos, como la nieve, tanto que ningún lavador en la tierra los puede dejar tan blancos.
Marcos 9:4	Y se les apareció Elías, junto con Moisés, y hablaban con Jesús.
Marcos 9:5	Entonces respondiendo Pedro, dijo a Jesús: Maestro, bueno es que estemos aquí; hagamos tres enramadas: una para ti, y otra para Moisés y otra para Elías;
Marcos 9:6	porque no sabía lo que hablaba, pues estaban aterrados.
Marcos 9:7	Entonces vino una nube que les hizo sombra, y desde la nube una voz que decía: Este es mi Hijo Amado; a él oíd.
Marcos 9:8	Y de repente, cuando miraron, no vieron más a nadie con ellos, sino a Jesús solo.
Marcos 9:9	Y descendiendo ellos del monte, les mandó que a nadie dijesen lo que habían visto, sino hasta que el Hijo del Hombre hubiese resucitado de entre los muertos.
Marcos 9:10	Y retuvieron la palabra para sí, discutiendo qué sería aquello de resucitar de entre los muertos.
Marcos 9:11	Y le preguntaron, diciendo: ¿Por qué dicen los escribas que es necesario que Elías venga primero?
Marcos 9:12	Y respondiendo él, les dijo: Elías a la verdad viene primero y restaurará todas las cosas. Y, ¿no está escrito que el Hijo del Hombre padezca mucho y sea tenido en nada?
Marcos 9:13	Pero os digo que Elías ya vino, y le hicieron todo lo que quisieron, como está escrito de él.
Marcos 9:14	Y cuando vino a los discípulos, vio una gran multitud alrededor de ellos, y a escribas que discutían con ellos.
Marcos 9:15	Y de inmediato toda la gente, viéndole, se asombró, y corriendo a él, le saludaron.
Marcos 9:16	Y les preguntó: ¿Qué discutís con ellos?
Marcos 9:17	Entonces, y respondiendo uno de la multitud, dijo: Maestro, traje a ti mi hijo, que tiene un espíritu mudo,
Marcos 9:18	el cual, dondequiera que le toma, le derriba; y echa espumarajos, y cruje los dientes y se va secando; y dije a tus discípulos que lo echasen fuera, pero no pudieron.
Marcos 9:19	Y respondiendo él, les dijo: ¡Oh generación incrédula! ¿Hasta cuándo he de estar con vosotros? ¿Hasta cuándo os he de soportar? Traédmelo.
Marcos 9:20	Y se lo trajeron. Y cuando el espíritu vio a Jesús, de inmediato sacudió al muchacho que, cayendo en tierra, se revolcaba, echando espumarajos.
Marcos 9:21	Y Jesús preguntó al padre: ¿Cuánto tiempo hace que le sucede esto? Y él dijo: Desde niño.
Marcos 9:22	Y muchas veces le echa al fuego y al agua para matarle; pero si tú puedes hacer algo, ¡ten misericordia de nosotros y ayúdanos!
Marcos 9:23	Y Jesús le dijo: Si puedes creer, al que cree todo le es posible.
Marcos 9:24	Y de inmediato el padre del muchacho clamó, diciendo: Creo; ayuda mi incredulidad.
Marcos 9:25	Y cuando Jesús vio que la multitud se agolpaba, reprendió al espíritu inmundo, diciéndole: Espíritu mudo y sordo, yo te mando, ¡sal de él y no entres más en él!
Marcos 9:26	Entonces el espíritu, clamando y sacudiéndole mucho, salió; y el muchacho quedó como muerto, de modo que muchos decían: Está muerto.
Marcos 9:27	Pero Jesús, tomándole de la mano, le enderezó; y se levantó.
Marcos 9:28	Y cuando él entró en casa, sus discípulos le preguntaron aparte: ¿Por qué nosotros no pudimos echarlo fuera?
Marcos 9:29	Y les dijo: Este género con nada puede salir, sino con oración y ayuno.
Marcos 9:30	Y habiendo salido de allí, caminaron por Galilea; y no quería que nadie lo supiese,
Marcos 9:31	porque enseñaba a sus discípulos y les decía: El Hijo del Hombre será entregado en manos de hombres, y le matarán; y después de haber muerto, resucitará al tercer día.
Marcos 9:32	Pero ellos no entendían esta palabra y tenían miedo de preguntarle.
Marcos 9:33	Y llegó a Capernaúm; y estando en casa, les preguntó: ¿Qué discutíais entre vosotros por el camino?
Marcos 9:34	Pero ellos callaron, porque los unos con los otros habían discutido por el camino quién había de ser el mayor.
Marcos 9:35	Entonces sentándose, llamó a los doce y les dijo: Si alguno quiere ser el primero será el postrero de todos y el servidor de todos.
Marcos 9:36	Y tomó a un niño y lo puso en medio de ellos; y tomándole en sus brazos, les dijo:
Marcos 9:37	El que reciba en mi nombre a uno de estos niños, a mí me recibe; y el que a mí me recibe, no me recibe a mí, sino al que me envió.
Marcos 9:38	Y le respondió Juan, diciendo: Maestro, hemos visto a uno que en tu nombre echaba fuera demonios, pero él no nos sigue, y se lo prohibimos, porque no nos sigue.
Marcos 9:39	Pero Jesús dijo: No se lo prohibáis, porque ninguno hay que haga milagro en mi nombre que luego pueda decir mal de mí.
Marcos 9:40	Porque el que no está contra nosotros, por nosotros está.
Marcos 9:41	Y cualquiera que os diere un vaso de agua en mi nombre, porque sois de Cristo, de cierto os digo que no perderá su recompensa.
Marcos 9:42	Y a cualquiera que haga tropezar a uno de estos pequeñitos que creen en mí, mejor le fuera que se le atase una piedra de molino al cuello y que fuera echado al mar.
Marcos 9:43	Y si tu mano te hiciere tropezar, córtala; mejor te es entrar manco en la vida, que teniendo dos manos, ir al infierno, al fuego que no puede ser apagado,
Marcos 9:44	donde el gusano de ellos no muere, y el fuego nunca se apaga.
Marcos 9:45	Y si tu pie te fuere ocasión de caer, córtalo; mejor te es entrar cojo en la vida, que teniendo dos pies, ser echado al infierno, al fuego que no puede ser apagado,
Marcos 9:46	donde el gusano de ellos no muere, y el fuego nunca se apaga.
Marcos 9:47	Y si tu ojo te fuere ocasión de caer, sácalo; mejor te es entrar en el reino de Dios con un ojo, que teniendo dos ojos, ser echado al infierno,
Marcos 9:48	donde el gusano de ellos no muere, y el fuego nunca se apaga.
Marcos 9:49	Porque todos serán salados con fuego, y todo sacrificio será salado con sal.
Marcos 9:50	Buena es la sal; pero si la sal se vuelve insípida, ¿con qué la sazonaréis? Tened sal en vosotros mismos, y tened paz los unos con los otros.
Marcos 10:1	Y partiendo de allí, fue a la región de Judea y al otro lado del Jordán; y volvió el pueblo a reunirse con él, y de nuevo les enseñaba como solía.
Marcos 10:2	Y acercándose los fariseos, le preguntaron, para tentarle, si era lícito al marido repudiar a su esposa.
Marcos 10:3	Pero él, respondiendo, les dijo: ¿Qué os mandó Moisés?
Marcos 10:4	Y ellos dijeron: Moisés permitió escribir carta de divorcio y repudiarla.
Marcos 10:5	Y respondiendo Jesús, les dijo: Por la dureza de vuestro corazón, os escribió este mandamiento;
Marcos 10:6	pero al principio de la creación, varón y mujer los hizo Dios.
Marcos 10:7	Por esto dejará el hombre a su padre y a su madre, y se unirá a su esposa.
Marcos 10:8	Y los dos serán una sola carne; así que no son ya más dos, sino una sola carne.
Marcos 10:9	Por tanto, lo que Dios ha unido, no lo separe el hombre.
Marcos 10:10	Y en casa volvieron los discípulos a preguntarle sobre lo mismo.
Marcos 10:11	Y les dijo: Cualquiera que repudia a su mujer y se casa con otra comete adulterio contra ella;
Marcos 10:12	y si la mujer repudia a su marido y se casa con otro, comete adulterio.
Marcos 10:13	Y le presentaban niños para que los tocase, pero los discípulos reprendían a los que los presentaban.
Marcos 10:14	Y viéndolo Jesús, se indignó y les dijo: Dejad a los niños venir a mí y no se lo impidáis, porque de los tales es el reino de Dios.
Marcos 10:15	De cierto os digo que el que no reciba el reino de Dios como un niño no entrará en él.
Marcos 10:16	Y tomándolos en los brazos, poniendo las manos sobre ellos, los bendecía.
Marcos 10:17	Y cuando salía él para seguir su camino, vino uno corriendo, e hincando la rodilla delante de él, le preguntó: Maestro bueno, ¿qué haré para heredar la vida eterna?
Marcos 10:18	Y Jesús le dijo: ¿Por qué me llamas bueno? Ninguno hay bueno, sino solo uno, Dios.
Marcos 10:19	Los mandamientos sabes: No cometas adulterio. No mates. No hurtes. No digas falso testimonio. No defraudes. Honra a tu padre y a tu madre.
Marcos 10:20	Él entonces, respondiendo, le dijo: Maestro, todo esto lo he guardado desde mi juventud.
Marcos 10:21	Entonces Jesús, mirándole, le amó y le dijo: Una cosa te falta: ve, vende todo lo que tienes y da a los pobres, y tendrás tesoro en el cielo; y ven, sígueme, tomando tu cruz.
Marcos 10:22	Pero él, entristecido por esta palabra, se fue triste, porque tenía muchas posesiones.
Marcos 10:23	Entonces Jesús, mirando alrededor, dijo a sus discípulos: ¡Cuán difícilmente entrarán en el reino de Dios los que tienen riquezas!
Marcos 10:24	Y los discípulos se asombraron de sus palabras; pero Jesús, respondiendo, volvió a decirles: ¡Hijos, cuán difícil les es entrar en el reino de Dios a los que confían en las riquezas!
Marcos 10:25	Más fácil es pasar un camello por el ojo de una aguja, que entrar un rico en el reino de Dios.
Marcos 10:26	Y ellos se asombraban aún más, diciendo entre sí: ¿Y quién podrá salvarse?
Marcos 10:27	Entonces Jesús, mirándolos, dijo: Para los hombres es imposible, pero no para Dios, porque todas las cosas son posibles para Dios.
Marcos 10:28	Entonces Pedro comenzó a decirle: He aquí, nosotros lo hemos dejado todo y te hemos seguido.
Marcos 10:29	Y respondiendo Jesús, dijo: De cierto os digo que no hay ninguno que haya dejado casa, o hermanos, o hermanas, o padre, o madre, o esposa, o hijos o tierras, por causa de mí y del evangelio,
Marcos 10:30	que no reciba cien veces más ahora en este tiempo, casas, y hermanos, y hermanas, y madres, e hijos y heredades, en medio de persecuciones; y en el mundo venidero, la vida eterna.
Marcos 10:31	Pero muchos primeros serán postreros, y los postreros, primeros.
Marcos 10:32	Y estaban en el camino subiendo a Jerusalén; y Jesús iba delante de ellos, y se asombraban y le seguían con miedo; entonces, volviendo a tomar a los doce aparte, les comenzó a decir las cosas que le habían de acontecer:
Marcos 10:33	He aquí subimos a Jerusalén, y el Hijo del Hombre será entregado a los principales sacerdotes y a los escribas, y le condenarán a muerte y le entregarán a los gentiles.
Marcos 10:34	Y le escarnecerán, y le azotarán, y le escupirán y le matarán; pero al tercer día resucitará.
Marcos 10:35	Entonces Jacobo y Juan, hijos de Zebedeo, se acercaron a él, diciendo: Maestro, queremos que nos concedas lo que vamos a pedirte.
