Genesi 1:1	Nel principio Dio creò i cieli e la terra.
Giosuè 15:63	Quanto ai Gebusei che abitavano a Gerusalemme, i figli di Giuda non li poterono cacciare; e i Gebusei hanno abitato con i figli di Giuda a Gerusalemme fino al dì d’oggi.
Giosuè 16:1	La parte toccata in sorte ai figli di Giuseppe si estendeva dal Giordano presso Gerico, verso le acque di Gerico a oriente, seguendo il deserto che sale da Gerico a Betel per la contrada montuosa.
Giosuè 16:2	Il confine continuava poi da Betel a Luz, e passava per la frontiera degli Archei ad Atarot,
Giosuè 16:3	scendeva a occidente verso il confine dei Giafletei sino al confine di Bet-Oron di sotto e fino a Ghezer, e arrivava fino al mare.
Giosuè 16:4	I figli di Giuseppe, Manasse ed Efraim, ebbero ciascuno la loro eredità.
Giosuè 16:5	Ora, questi furono i confini dei figli di Efraim, secondo le loro famiglie. Il confine della loro eredità era, a oriente, Atrot-Addar, fino a Bet-Oron di sopra;
Giosuè 16:6	continuava, dal lato di occidente, verso Micmetat al nord, girava a oriente verso Taanat-Scilo e le passava davanti, a oriente di Ianoa.
Giosuè 16:7	Poi da Ianoa scendeva ad Atarot e a Naara, toccava Gerico, e arrivava fino al Giordano.
Giosuè 16:8	Da Tappua il confine andava verso occidente fino al torrente di Cana, per arrivare fino al mare. Tale fu l’eredità della tribù dei figli di Efraim, secondo le loro famiglie,
Giosuè 16:9	con l’aggiunta delle città (tutte città con i loro villaggi), messe a parte per i figli di Efraim in mezzo all’eredità dei figli di Manasse.
Giosuè 16:10	Ora, essi non cacciarono i Cananei che abitavano a Ghezer; e i Cananei hanno dimorato in mezzo a Efraim fino al dì d’oggi, ma sono stati soggetti a servitù.
Giosuè 17:1	E questa fu la parte toccata in sorte alla tribù di Manasse, perché egli era il primogenito di Giuseppe. Quanto a Machir, primogenito di Manasse e padre di Galaad, siccome era uomo di guerra, aveva avuto Galaad e Basan.
Giosuè 17:2	Fu dunque data in sorte una parte agli altri figli di Manasse, secondo le loro famiglie: ai figli di Abiezer, ai figli di Elec, ai figli di Asriel, ai figli di Sichem, ai figli di Efer, ai figli di Scemida. Questi sono i figli maschi di Manasse, figlio di Giuseppe, secondo le loro famiglie.
Giosuè 17:3	Ora, Zelofead, figlio di Efer, figlio di Galaad, figlio di Makir, figlio di Manasse, non ebbe figli; ma ebbe delle figlie, delle quali ecco i nomi: Mala, Noa, Ogla, Milca e Tirza.
Giosuè 17:4	Queste si presentarono davanti al sacerdote Eleazar, davanti a Giosuè figlio di Nun e davanti ai capi, dicendo: “L’Eterno comandò a Mosè di darci un’eredità in mezzo ai nostri fratelli”. E Giosuè diede loro un’eredità in mezzo ai fratelli di loro padre, conformemente all’ordine dell’Eterno.
Giosuè 17:5	Toccarono così dieci parti a Manasse, oltre al paese di Galaad e di Basan che è di là dal Giordano;
Giosuè 17:6	poiché le figlie di Manasse ebbero un’eredità in mezzo ai figli di lui, e il paese di Galaad fu per gli altri figli di Manasse.
Giosuè 17:7	Il confine di Manasse si estendeva da Ascer a Micmetat che è dirimpetto a Sichem, e andava a destra verso gli abitanti di En-Tappua.
Giosuè 17:8	Il paese di Tappua appartenne a Manasse; ma Tappua sul confine di Manasse appartenne ai figli di Efraim.
Giosuè 17:9	Poi il confine scendeva al torrente di Cana, a sud del torrente, presso città che appartenevano ad Efraim in mezzo alle città di Manasse; ma il confine di Manasse era dal lato nord del torrente, e arrivava fino al mare.
Giosuè 17:10	Ciò che era a meridione apparteneva a Efraim; ciò che era a settentrione apparteneva a Manasse, e il mare era il loro confine; a settentrione confinavano con Ascer, e a oriente con Issacar.
Giosuè 17:11	In più Manasse ebbe, all’interno di Issacar e di Ascer, Bet-Scean con i suoi villaggi, Ibleam con i suoi villaggi, gli abitanti di Dor con i suoi villaggi, gli abitanti di En-Dor con i suoi villaggi, gli abitanti di Taanac con i suoi villaggi, gli abitanti di Meghiddo con i suoi villaggi: vale a dire tre regioni elevate.
Giosuè 17:12	Ora, i figli di Manasse non poterono impadronirsi di quelle città; i Cananei erano decisi a restare in quel paese.
Giosuè 17:13	Però, quando i figli d’Israele si furono rinforzati, assoggettarono i Cananei a servitù, ma non li cacciarono del tutto.
Giosuè 17:14	Ora, i figli di Giuseppe parlarono a Giosuè e gli dissero: “Perché ci hai dato come eredità un solo lotto, una parte sola, mentre siamo un gran popolo che l’Eterno ha benedetto così tanto?”.
Giosuè 17:15	E Giosuè disse loro: “Se siete un popolo numeroso, salite alla foresta, e disboscate per farvi del posto nel paese dei Ferezei e dei Refaim, dato che la contrada montuosa d’Efraim è troppo stretta per voi”.
Giosuè 17:16	Ma i figli di Giuseppe risposero: “Quella contrada montuosa non ci basta; e quanto alla contrada in pianura, tutti i Cananei che l’abitano hanno dei carri di ferro: tanto quelli che stanno a Bet-Scean e nei suoi villaggi, quanto quelli che stanno nella valle di Izreel”.
Giosuè 17:17	Allora Giosuè parlò alla casa di Giuseppe, a Efraim e a Manasse, e disse loro: “Voi siete un popolo numeroso e avete una gran forza; non avrete una parte sola;
Giosuè 17:18	ma vostra sarà la contrada montuosa; e siccome è una foresta, la dissoderete, e sarà vostra in tutta la sua distesa; poiché voi caccerete i Cananei, benché abbiano dei carri di ferro e benché siano potenti”.
Giosuè 18:1	Poi tutta la comunità dei figli d’Israele si radunò a Scilo, e lì eressero la tenda di convegno. Il paese era loro sottomesso.
Giosuè 18:2	Ora, rimanevano tra i figli d’Israele sette tribù che non avevano ricevuto la loro eredità.
Giosuè 18:3	E Giosuè disse ai figli d’Israele: “Fino a quando vi mostrerete lenti ad andare a prendere possesso del paese che l’Eterno, l’Iddio dei vostri padri, vi ha dato?
Giosuè 18:4	Sceglietevi tre uomini per tribù e io li manderò. Essi si leveranno, percorreranno il paese, ne faranno la descrizione in vista della spartizione, poi torneranno da me.
Giosuè 18:5	Essi lo divideranno in sette parti: Giuda rimarrà nei suoi confini a meridione, e la casa di Giuseppe rimarrà nei suoi confini a settentrione.
Giosuè 18:6	Voi farete dunque la descrizione del paese, dividendolo in sette parti; me la porterete qui, e io ve le tirerò a sorte qui, davanti all’Eterno, al nostro Dio.
Giosuè 18:7	I Leviti non devono avere nessuna parte in mezzo a voi, poiché il sacerdozio dell’Eterno è la loro parte; e Gad, Ruben e la mezza tribù di Manasse hanno già ricevuto, al di là del Giordano, a oriente, l’eredità che Mosè, servo dell’Eterno, ha dato loro”.
Giosuè 18:8	Quegli uomini dunque si levarono e partirono; e a loro, che andavano a fare la descrizione del paese, Giosuè diede questo ordine: “Andate, percorrete il paese, e fatene la descrizione; poi tornate da me, e io vi tirerò a sorte le parti qui, davanti all’Eterno, a Scilo”.
Giosuè 18:9	E quegli uomini andarono, percorsero il paese, ne fecero in un libro la descrizione per città, dividendolo in sette parti; poi tornarono da Giosuè, al campo di Scilo.
Giosuè 18:10	Allora Giosuè trasse loro a sorte le parti a Scilo davanti all’Eterno, e lì spartì il paese tra i figli d’Israele, assegnando a ciascuno la sua parte.
Giosuè 18:11	Fu tirata a sorte la parte della tribù dei figli di Beniamino, secondo le loro famiglie; e la parte che toccò loro aveva i suoi confini tra i figli di Giuda e i figli di Giuseppe.
Giosuè 18:12	Dal lato di settentrione, il loro confine partiva dal Giordano, risaliva il versante di Gerico a nord, saliva per la contrada montuosa verso occidente, e arrivava fino al deserto di Beth-Aven.
Giosuè 18:13	Di là passava per Luz, sul versante meridionale di Luz (che è Betel), e scendeva ad Ataroth-Addar, presso il monte che è a meridione di Bet-Oron di sotto.
Giosuè 18:14	Poi il confine si prolungava e, dal lato occidentale, girava a meridione del monte posto di fronte a Bet-Oron, e arrivava fino a Chiriat-Baal, che è Chiriat-Iearim, città dei figli di Giuda. Questo era il lato occidentale.
Giosuè 18:15	Il lato meridionale cominciava all’estremità di Chiriat-Iearim. Il confine si prolungava verso occidente fino alla sorgente delle acque di Neftoa;
Giosuè 18:16	poi scendeva all’estremità del monte posto di fronte alla valle di Ben-Hinnom, che è nella vallata dei Refaim, a nord, e scendeva per la valle di Innom, sul versante meridionale dei Gebusei, fino a En-Roghel.
Giosuè 18:17	Si estendeva quindi verso nord, e giungeva a En-Scemesh; di là si dirigeva verso Gheliloth, che è dirimpetto alla salita di Adummim, e scendeva al sasso di Boan, figlio di Ruben;
Giosuè 18:18	poi passava per il versante settentrionale, di fronte ad Arabah, e scendeva ad Arabah.
Giosuè 18:19	Il confine passava quindi per il versante settentrionale di Bet-Ogla e arrivava fino alla baia nord del mar Salato, all’estremità meridionale del Giordano. Questo era il confine meridionale.
Giosuè 18:20	Il Giordano serviva di confine dal lato orientale. Tale fu l’eredità dei figli di Beniamino, secondo le loro famiglie, con i suoi confini da tutti i lati.
Giosuè 18:21	Le città della tribù dei figli di Beniamino, secondo le loro famiglie, furono: Gerico, Bet-Ogla, Emec-Cheziz,
Giosuè 18:22	Bet-Araba, Zemaraim, Betel,
Giosuè 18:23	Avvim, Para, Ofra,
Giosuè 18:24	Chefar-Ammonai, Ofni e Gheba: dodici città e i loro villaggi;
Giosuè 18:25	Gabaon, Rama, Beerot,
Giosuè 18:26	Mizpe, Chefira, Moza,
Giosuè 18:27	Rechem, Irpeel, Tareala,
Giosuè 18:28	Zela, Elef, Gebus, che è Gerusalemme, Ghibeat e Chiriat: quattordici città e i loro villaggi. Tale fu l’eredità dei figli di Beniamino, secondo le loro famiglie.
Giosuè 19:1	La seconda parte tirata a sorte toccò a Simeone, alla tribù dei figli di Simeone secondo le loro famiglie. La loro eredità era in mezzo all’eredità dei figli di Giuda.
Giosuè 19:2	Ebbero nella loro eredità: Beer-Sceba, Sceba, Molada, Azar-Shual,
Giosuè 19:3	Bala, Azem, Eltolad, Betul,
Giosuè 19:4	Horma, Ziclag,
Giosuè 19:5	Bet-Mareabot, Azar-Susa,
Giosuè 19:6	Bet-Lebaot e Sharuchen: tredici città e i loro villaggi;
Giosuè 19:7	Ain, Rimmon, Ether e Ashan: quattro città e i loro villaggi;
Giosuè 19:8	e tutti i villaggi che stavano attorno a queste città, fino a Baalat-Beer, che è la Rama del sud. Tale fu l’eredità della tribù dei figli di Simeone, secondo le loro famiglie.
Giosuè 19:9	L’eredità dei figli di Simeone fu tolta dalla parte dei figli di Giuda, perché la parte dei figli di Giuda era troppo grande per loro; pertanto i figli di Simeone ebbero la loro eredità in mezzo all’eredità di quelli.
Giosuè 19:10	La terza parte tirata a sorte toccò ai figli di Zabulon, secondo le loro famiglie. Il confine della loro eredità si estendeva fino a Sarid.
Giosuè 19:11	Questo confine saliva a occidente verso Mareala e giungeva a Dabbescet, e poi al torrente che scorre di fronte a Iocneam.
Giosuè 19:12	Da Sarid girava ad oriente, verso il levante, sino al confine di Chislot-Tabor; poi continuava verso Dabrat, e saliva a Iafia.
Giosuè 19:13	Di là passava a oriente per Gat-Efer, per Et-Cazin, continuava verso Rimmon, prolungandosi fino a Nea.
Giosuè 19:14	Poi il confine girava dal lato settentrionale verso Annaton, e arrivava fino alla valle di Ifta-El.
Giosuè 19:15	Esso includeva inoltre: Cattat, Nahalal, Scimron, Ideala e Bet-lehem: dodici città e i loro villaggi.
Giosuè 19:16	Tale fu l’eredità dei figli di Zabulon, secondo le loro famiglie: quelle città e i loro villaggi.
Giosuè 19:17	La quarta parte tirata a sorte toccò a Issacar, ai figli di Issacar, secondo le loro famiglie.
Giosuè 19:18	Il loro territorio comprendeva: Izreel, Chesullot, Sunem,
Giosuè 19:19	Afaraim, Scion, Anaharat,
Giosuè 19:20	Rabbit, Chiscion, Abez,
Giosuè 19:21	Remet, En-Gannim, En-Adda e Bet-Pazez.
Giosuè 19:22	Poi il confine giungeva a Tabor, Shahazim e Bet-Scemesh, e arrivava fino al Giordano: sedici città e i loro villaggi.
Giosuè 19:23	Tale fu l’eredità della tribù dei figli di Issacar, secondo le loro famiglie: quelle città e i loro villaggi.
Giosuè 19:24	La quinta parte tirata a sorte toccò ai figli di Ascer, secondo le loro famiglie.
Giosuè 19:25	Il loro territorio comprendeva: Elcat, Ali, Beten,
Giosuè 19:26	Acshaf, Allammelec, Amad, Mishal. Il loro confine giungeva, verso occidente, al Carmelo e a Scior-Libnat.
Giosuè 19:27	Poi girava dal lato del levante verso Bet-Dagon, giungeva a Zabulon e alla valle di Iftah-El a nord di Bet-Emec e di Neiel, e si prolungava verso Cabul a sinistra,
Giosuè 19:28	e verso Hebron, Reob, Hammon e Cana, fino a Sidon la grande.
Giosuè 19:29	Poi il confine girava verso Rama fino alla città forte di Tiro, girava verso Hosa, e arrivava fino al mare dal lato del territorio di Acrib.
Giosuè 19:30	Esso includeva inoltre: Ummah, Afec e Reob: ventidue città e i loro villaggi.
Giosuè 19:31	Tale fu l’eredità della tribù dei figli di Ascer, secondo le loro famiglie: queste città e i loro villaggi.
Giosuè 19:32	La sesta parte tirata a sorte toccò ai figli di Neftali, secondo le loro famiglie.
Giosuè 19:33	Il loro confine si estendeva da Elef, da Elon-Bezaanannim, Adami-Necheb e Iabneel fino a Laccun e arrivava fino al Giordano.
Giosuè 19:34	Poi il confine girava a occidente verso Aznot-Tabor, e di là continuava verso Uccoc; giungeva a Zabulon dal lato meridionale, a Ascer dal lato occidentale, e a Giuda del Giordano dal lato orientale.
Giosuè 19:35	Le città fortificate erano: Ziddim, Zer, Ammat, Raccat, Chinneret, Adama, Rama, Azor,
Giosuè 19:36	Chedes, Edrei,
Giosuè 19:37	En-Azor, Ireon, Migdal-El,
Giosuè 19:38	Orem, Bet-Anat e Bet-Scemesh: diciannove città e i loro villaggi.
Giosuè 19:39	Tale fu l’eredità della tribù dei figli di Neftali, secondo le loro famiglie: queste città e i loro villaggi.
Giosuè 19:40	La settima parte tirata a sorte toccò alla tribù dei figli di Dan, secondo le loro famiglie.
Giosuè 19:41	Il confine della loro eredità comprendeva: Zorea, Eshtaol, Ir-Scemesh,
Giosuè 19:42	Shaalabbin, Aialon, Itla, Elon,
Giosuè 19:43	Timnata, Ecron,
Giosuè 19:44	Elteche, Ghibbeton, Baalat,
Giosuè 19:45	Ieud, Bene-Berac, Gat-Rimmon,
Giosuè 19:46	Me-Iarcon e Raccon con il territorio dirimpetto a Iafo.
Giosuè 19:47	Ora, il territorio dei figli di Dan si estese oltre, poiché i figli di Dan salirono a combattere contro Lescem; la presero e la misero a fil di spada; ne presero possesso, vi si stabilirono, e la chiamarono Lescem Dan, dal nome di Dan loro padre.
Giosuè 19:48	Tale fu l’eredità della tribù dei figli di Dan, secondo le loro famiglie: queste città e i loro villaggi.
Giosuè 19:49	Ora quando i figli d’Israele ebbero finito di distribuirsi l’eredità del paese secondo i suoi confini, dettero a Giosuè, figlio di Nun, un’eredità in mezzo a loro.
Giosuè 19:50	Secondo l’ordine dell’Eterno, gli diedero la città che egli chiese: Timnat-Sera, nella contrada montuosa di Efraim. Egli costruì la città e vi stabilì la sua dimora.
Giosuè 19:51	Tali sono le eredità che il sacerdote Eleazar, Giosuè figlio di Nun e i capi famiglia delle tribù dei figli d’Israele distribuirono a sorte a Scilo, davanti all’Eterno, all’ingresso della tenda di convegno. Così compirono la spartizione del paese.
Giosuè 20:1	Poi l’Eterno parlò a Giosuè, dicendo: “Parla ai figli d’Israele e di’ loro:
Giosuè 20:2	‘Stabilitevi le città di rifugio, delle quali vi parlai per mezzo di Mosè,
Giosuè 20:3	affinché l’omicida che avrà ucciso qualcuno senza averne l’intenzione vi si possa rifugiare; esse vi serviranno come rifugio contro il vendicatore del sangue.
Giosuè 20:4	L’omicida si rifugierà in una di quelle città; e, fermatosi all’ingresso della porta della città, esporrà il suo caso agli anziani di quella città; questi lo accoglieranno presso di loro dentro la città, gli daranno una dimora, ed egli si stabilirà fra loro.
Giosuè 20:5	E se il vendicatore del sangue lo inseguirà, essi non gli daranno nelle mani l’omicida, poiché ha ucciso il prossimo senza averne l’intenzione, senza averlo odiato prima.
Giosuè 20:6	L’omicida rimarrà in quella città finché, alla morte del sommo sacerdote che sarà in funzione in quei giorni, compaia in giudizio davanti alla comunità. Allora l’omicida potrà tornarsene, e rientrare nella sua città e nella sua casa, nella città da cui era fuggito’”.
