Mateus 1:1	Livro da geração de Jesus Cristo, filho de Davi, filho de Abraão.
Marcos 8:6	E ordenou à multidão que se assentasse no chão. E tomando os sete pães, e tendo dado graças, partiu-os, e deu-os aos seus discípulos, para que os pusessem diante deles, e puseram-nos diante da multidão.
Marcos 8:7	Tinham também uns poucos peixinhos; e tendo dado graças, ordenou que também os pusessem diante deles.
Marcos 8:8	E comeram, e saciaram-se; e dos pedaços que sobejaram levantaram sete cestos.
Marcos 8:9	E os que comeram eram quase quatro mil; e despediu-os.
Marcos 8:10	E entrando logo no barco com os seus discípulos, foi para as partes de Dalmanuta.
Marcos 8:11	E saíram os fariseus, e começaram a disputar com ele, pedindo-lhe, para o tentarem, um sinal do céu.
Marcos 8:12	E suspirando profundamente em seu espírito, disse: Por que pede esta geração um sinal? Em verdade vos digo que a esta geração não se dará sinal.
Marcos 8:13	E deixando-os, tornou a entrar no barco, e foi para o outro lado.
Marcos 8:14	E os seus discípulos se esqueceram de levar pão, e no barco não tinham consigo senão um pão.
Marcos 8:15	E ordenou-lhes, dizendo: Olhai, guardai-vos do fermento dos fariseus e do fermento de Herodes.
Marcos 8:16	E arrazoavam entre si, dizendo: É porque não temos pão.
Marcos 8:17	E Jesus, percebendo isso, disse-lhes: Por que arrazoais que não tendes pão? Não considerastes, nem compreendestes ainda? Tendes ainda o vosso coração endurecido?
Marcos 8:18	Tendo olhos, não vedes? e tendo ouvidos, não ouvis? e não vos lembrais?
Marcos 8:19	Quando parti os cinco pães entre os cinco mil, quantos cestos cheios de pedaços levantastes? Disseram-lhe: Doze.
Marcos 8:20	E quando reparti os sete entre os quatro mil, quantos cestos cheios de pedaços levantastes? E disseram-lhe: Sete.
Marcos 8:21	E ele lhes disse: Como não entendeis ainda?
Marcos 8:22	E chegou a Betsaida; e trouxeram-lhe um cego, e rogaram-lhe que o tocasse.
Marcos 8:23	E tomando o cego pela mão, levou-o para fora da aldeia; e cuspindo-lhe nos olhos, e impondo-lhe as mãos, perguntou-lhe se via alguma coisa.
Marcos 8:24	E levantando ele os olhos, disse: Vejo os homens; pois os vejo como árvores que andam.
Marcos 8:25	Depois tornou a pôr-lhe as mãos nos olhos, e levantando ele os olhos, ficou restabelecido, e viu distintamente a todos.
Marcos 8:26	E mandou-o para sua casa, dizendo: Não entres na aldeia, nem o digas a ninguém na aldeia.
Marcos 8:27	E saíram Jesus e os seus discípulos para as aldeias de Cesareia de Filipe; e no caminho perguntou aos seus discípulos, dizendo: Quem dizem os homens que eu sou?
Marcos 8:28	E eles responderam: João Batista; e outros: Elias; e outros: Um dos profetas.
Marcos 8:29	E ele lhes disse: Porém vós, quem dizeis que eu sou? E respondendo Pedro, lhe disse: Tu és o Cristo.
Marcos 8:30	E admoestou-os de que a ninguém dissessem aquilo dele.
Marcos 8:31	E começou a ensinar-lhes que era necessário que o Filho do Homem padecesse muito, e fosse rejeitado pelos anciãos e principais dos sacerdotes, e pelos escribas, e que fosse morto, e depois de três dias ressuscitasse.
Marcos 8:32	E dizia abertamente essas palavras. E Pedro o tomou à parte, e começou a repreendê-lo.
Marcos 8:33	Mas ele, virando-se, e olhando para os seus discípulos, repreendeu Pedro, dizendo: Retira-te de diante de mim, Satanás; porque não compreendes as coisas que são de Deus, mas as que são dos homens.
Marcos 8:34	E chamando a si a multidão, com os seus discípulos, disse-lhes: Se alguém quiser vir após mim, negue-se a si mesmo, e tome a sua cruz, e siga-me.
Marcos 8:35	Porque qualquer que quiser salvar a sua vida, perdê-la-á, mas qualquer que perder a sua vida por causa de mim e do evangelho, esse a salvará.
Marcos 8:36	Pois que aproveitaria ao homem, se ganhasse todo o mundo e perdesse a sua alma?
Marcos 8:37	Ou que dará o homem pelo resgate da sua alma?
Marcos 8:38	Porque qualquer que, nesta geração adúltera e pecadora, se envergonhar de mim e das minhas palavras, também o Filho do Homem se envergonhará dele, quando vier na glória de seu Pai, com os santos anjos.
Marcos 9:1	Dizia-lhes também: Em verdade vos digo que, dos que aqui estão, alguns há que não provarão a morte até que vejam o reino de Deus chegando com poder.
Marcos 9:2	E seis dias depois, Jesus tomou consigo Pedro, Tiago, e João, e os levou sós, em particular, a um alto monte; e transfigurou-se diante deles;
Marcos 9:3	E as suas vestes tornaram-se resplandecentes, muito brancas como a neve, tais como nenhum lavandeiro sobre a terra as poderia branquear.
Marcos 9:4	E apareceram-lhes Elias e Moisés, e falavam com Jesus.
Marcos 9:5	E Pedro, tomando a palavra, disse a Jesus: Mestre, bom é que nós estejamos aqui, e façamos três tendas, uma para ti, uma para Moisés, e uma para Elias.
Marcos 9:6	Pois não sabia o que dizia, porque estavam assombrados.
Marcos 9:7	E desceu uma nuvem que os cobriu com a sua sombra, e saiu da nuvem uma voz que dizia: Este é o meu filho amado; a ele ouvi.
Marcos 9:8	E tendo olhado em redor, ninguém mais viram, senão só Jesus com eles.
Marcos 9:9	E descendo eles do monte, ordenou-lhes que a ninguém contassem o que tinham visto, até que o Filho do Homem ressuscitasse dos mortos.
Marcos 9:10	E eles retiveram o caso entre si, perguntando uns aos outros o que seria aquilo: ressuscitar dos mortos.
Marcos 9:11	E interrogaram-no, dizendo: Por que dizem os escribas que é necessário que Elias venha primeiro?
Marcos 9:12	E respondendo ele, disse-lhes: Em verdade Elias virá primeiro, e todas as coisas restaurará; e como está escrito do Filho do Homem, convém que padeça muito e seja aviltado.
Marcos 9:13	Digo-vos, porém, que Elias já veio, e fizeram-lhe tudo o que quiseram, como dele está escrito.
Marcos 9:14	E quando se aproximou dos discípulos, viu ao redor deles grande multidão, e alguns escribas que disputavam com eles.
Marcos 9:15	E logo toda a multidão, vendo-o, ficou espantada, e correndo para ele, o saudaram.
Marcos 9:16	E perguntou aos escribas: Que questionais com eles?
Marcos 9:17	E um da multidão, respondendo, disse: Mestre, trouxe-te o meu filho, que tem um espírito mudo;
Marcos 9:18	E onde quer que o apanha, despedaça-o, e ele espuma, e range os dentes, e vai-se enrijecendo; e eu disse aos teus discípulos que o expulsassem, e não puderam.
Marcos 9:19	E ele, respondendo-lhes, disse: Ó geração incrédula! até quando estarei convosco? até quando vos sofrerei ainda? Trazei-mo.
Marcos 9:20	E trouxeram-lho; e quando o viu, logo o espírito o agitou com violência, e caindo por terra, revolvia-se, espumando.
Marcos 9:21	E perguntou ao pai dele: Quanto tempo há que lhe sucede isto? E ele disse-lhe: Desde a infância;
Marcos 9:22	E muitas vezes o tem lançado no fogo, e na água, para o destruir; mas, se tu podes fazer alguma coisa, tem compaixão de nós, e ajuda-nos.
Marcos 9:23	E Jesus disse-lhe: Se tu podes crer, tudo é possível ao que crê.
Marcos 9:24	E logo o pai do menino, clamando com lágrimas, disse: Eu creio, Senhor! ajuda a minha incredulidade.
Marcos 9:25	E Jesus, vendo que a multidão afluía, repreendeu o espírito imundo, dizendo-lhe: Espírito mudo e surdo, eu te ordeno: Sai dele, e não entres mais nele.
Marcos 9:26	E ele, clamando, e agitando-o com violência, saiu; e ficou o menino como morto, de tal maneira que muitos diziam que estava morto.
Marcos 9:27	Mas Jesus, tomando-o pela mão, o ergueu, e ele se levantou.
Marcos 9:28	E quando entrou em casa, os seus discípulos lhe perguntaram à parte: Por que não o pudemos nós expulsar?
Marcos 9:29	E disse-lhes: Esta casta não pode sair por coisa alguma, senão pela oração e jejum.
Marcos 9:30	E tendo partido dali, caminharam pela Galileia, e não queria que ninguém o soubesse;
Marcos 9:31	Porque ensinava os seus discípulos, e lhes dizia: O Filho do Homem será entregue nas mãos dos homens, e matá-lo-ão; e morto ele, ressuscitará ao terceiro dia.
Marcos 9:32	Mas eles não entendiam essa palavra, e temiam interrogá-lo.
Marcos 9:33	E chegou a Cafarnaum, e entrando em casa, perguntou-lhes: Que arrazoáveis entre vós pelo caminho?
Marcos 9:34	Mas eles calaram-se; porque pelo caminho tinham disputado entre si qual deles havia de ser o maior.
Marcos 9:35	E ele, assentando-se, chamou os doze, e disse-lhes: Se alguém quiser ser o primeiro, será o último de todos e o servo de todos.
Marcos 9:36	E lançando mão de uma criança, colocou-a no meio deles, e tomando-a nos seus braços, disse-lhes:
Marcos 9:37	Qualquer que receber um destes pequeninos em meu nome, a mim me recebe; e qualquer que a mim me receber, recebe não a mim, mas ao que me enviou.
Marcos 9:38	E João lhe respondeu, dizendo: Mestre, vimos um homem que em teu nome expulsava demônios, o qual não nos segue; e nós lho proibimos, porque não nos segue.
Marcos 9:39	Jesus, porém, disse: Não lho proibais; porque ninguém há que faça milagre em meu nome e possa logo falar mal de mim.
Marcos 9:40	Porque quem não é contra nós, é por nós.
Marcos 9:41	Porque qualquer que vos der de beber um copo de água em meu nome, porque sois discípulos de Cristo, em verdade vos digo que não perderá o seu galardão.
Marcos 9:42	E qualquer que escandalizar um destes pequeninos que creem em mim, melhor lhe fora que lhe pusessem ao pescoço uma pedra de moinho, e que fosse lançado no mar.
Marcos 9:43	E se a tua mão te escandalizar, corta-a; melhor te é entrar na vida aleijado do que, tendo duas mãos, ir para o inferno, para o fogo que nunca se apaga;
Marcos 9:44	Onde o seu verme não morre, e o fogo nunca se apaga.
Marcos 9:45	E se o teu pé te escandalizar, corta-o; melhor te é entrar coxo na vida do que, tendo dois pés, ser lançado no inferno, no fogo que nunca se apaga;
Marcos 9:46	Onde o seu verme não morre, e o fogo nunca se apaga.
Marcos 9:47	E se o teu olho te escandalizar, lança-o fora; melhor te é entrar no reino de Deus com um olho do que, tendo dois olhos, ser lançado no fogo do inferno;
Marcos 9:48	Onde o seu verme não morre, e o fogo nunca se apaga.
Marcos 9:49	Porque cada um será salgado com fogo, e cada sacrifício será salgado com sal.
Marcos 9:50	Bom é o sal; mas, se o sal se tornar insípido, com que o temperareis? Tende sal em vós mesmos, e paz uns com os outros.
Marcos 10:1	E levantando-se dali, foi para os termos da Judeia, além do Jordão, e a multidão se reuniu em torno dele; e tornou a ensiná-los, como tinha por costume.
Marcos 10:2	E aproximando-se dele os fariseus, perguntaram-lhe, tentando-o: É lícito ao homem repudiar sua mulher?
Marcos 10:3	Mas ele, respondendo, disse-lhes: Que vos mandou Moisés?
Marcos 10:4	E eles disseram: Moisés permitiu escrever-lhe carta de divórcio, e repudiá-la.
Marcos 10:5	E Jesus, respondendo, disse-lhes: Pela dureza do vosso coração vos escreveu ele esse mandamento;
Marcos 10:6	Porém, desde o princípio da criação, Deus os fez macho e fêmea.
Marcos 10:7	Por isso deixará o homem seu pai e sua mãe, e unir-se-á a sua mulher,
Marcos 10:8	E serão os dois uma só carne; assim já não serão dois, mas uma só carne.
Marcos 10:9	Portanto, o que Deus ajuntou não o separe o homem.
Marcos 10:10	E em casa tornaram os discípulos a interrogá-lo acerca disso mesmo.
Marcos 10:11	E ele lhes disse: Qualquer que deixar a sua mulher e casar com outra, adultera contra ela.
Marcos 10:12	E se a mulher deixar seu marido, e casar com outro, adultera.
Marcos 10:13	E traziam-lhe pequeninos para que os tocasse, mas os discípulos repreendiam aos que lhos traziam.
Marcos 10:14	Jesus, porém, vendo isso, indignou-se, e disse-lhes: Deixai vir os pequeninos a mim, e não os impeçais; porque dos tais é o reino de Deus.
Marcos 10:15	Em verdade vos digo que qualquer que não receber o reino de Deus como uma criança de maneira nenhuma entrará nele.
Marcos 10:16	E tomando-os nos seus braços, e impondo-lhes as mãos, os abençoou.
Marcos 10:17	E saindo para o caminho, correu para ele um homem, e pondo-se de joelhos diante dele, perguntou-lhe: Bom Mestre, que farei para herdar a vida eterna?
Marcos 10:18	E Jesus lhe disse: Por que me chamas bom? Ninguém há bom senão um, que é Deus.
Marcos 10:19	Tu sabes os mandamentos: Não adulterarás; não matarás; não furtarás; não dirás falso testemunho; não defraudarás ninguém; honra teu pai e tua mãe.
Marcos 10:20	Ele, porém, respondendo, lhe disse: Mestre, tudo isso guardei desde a minha mocidade.
Marcos 10:21	E Jesus, olhando para ele, o amou e lhe disse: Falta-te uma coisa: vai, vende tudo quanto tens, e dá-o aos pobres, e terás um tesouro no céu; e vem, segue-me.
Marcos 10:22	Mas ele, pesaroso com essa palavra, retirou-se triste, porque possuía muitas propriedades.
Marcos 10:23	Então Jesus, olhando em redor, disse aos seus discípulos: Quão dificilmente entrarão no reino de Deus os que têm riquezas!
Marcos 10:24	E os discípulos se admiraram com suas palavras; mas Jesus, tornando a falar, disse-lhes: Filhos, quão difícil é para os que confiam nas riquezas entrar no reino de Deus!
Marcos 10:25	É mais fácil passar um camelo pelo fundo de uma agulha, do que entrar um rico no reino de Deus.
Marcos 10:26	E eles se admiravam ainda mais, dizendo entre si: Quem poderá, pois, salvar-se?
Marcos 10:27	Jesus, porém, olhando para eles disse: Para os homens é impossível, mas não para Deus, porque para Deus todas as coisas são possíveis.
Marcos 10:28	E Pedro começou a dizer-lhe: Eis que nós tudo deixamos, e te seguimos.
Marcos 10:29	E Jesus, respondendo, disse: Em verdade vos digo que ninguém há, que tenha deixado casa, ou irmãos, ou irmãs, ou pai, ou mãe, ou mulher, ou filhos, ou campos, por causa de mim e do evangelho,
Marcos 10:30	Que não receba cem vezes tanto, agora neste tempo, casas, e irmãos, e irmãs, e mães, e filhos, e campos, com perseguições; e no mundo vindouro, a vida eterna.
Marcos 10:31	Porém muitos primeiros serão últimos, e muitos últimos serão primeiros.
Marcos 10:32	E iam no caminho, subindo para Jerusalém; e Jesus ia adiante deles. E eles maravilhavam-se, e seguiam-no atemorizados. E tornando a tomar consigo os doze, começou a dizer-lhes as coisas que lhe deviam sobrevir,
Marcos 10:33	Dizendo: Eis que nós subimos a Jerusalém, e o Filho do Homem será entregue aos principais dos sacerdotes, e aos escribas, e o condenarão à morte, e o entregarão aos gentios.
Marcos 10:34	E o escarnecerão, e açoitarão, e cuspirão nele, e o matarão; e ao terceiro dia ressuscitará.
Marcos 10:35	E aproximaram-se dele Tiago e João, filhos de Zebedeu, dizendo: Mestre, queremos que nos faças o que pedirmos.
Marcos 10:36	E ele lhes disse: Que quereis que vos faça?
Marcos 10:37	E eles lhe disseram: Concede-nos que na tua glória nos assentemos, um à tua direita, e outro, à tua esquerda.
Marcos 10:38	Mas Jesus lhes disse: Não sabeis o que pedis; podeis vós beber o cálice que eu bebo, e ser batizados com o batismo com que eu sou batizado?
Marcos 10:39	E eles lhe disseram: Podemos. Jesus, porém, disse-lhes: Em verdade, vós bebereis o cálice que eu beber, e sereis batizados com o batismo com que eu sou batizado;
Marcos 10:40	Mas o assentar-se à minha direita, ou à minha esquerda, não me pertence a mim concedê-lo, senão àqueles para quem está preparado.
