Gênesis 1:1	No princípio, Deus criou os céus e a terra.
Gênesis 32:7	Então Jacó temeu muito, e angustiou-se; e repartiu o povo que com ele estava, e as ovelhas, e as vacas, e os camelos, em dois grupos.
Gênesis 32:8	Porque dizia: Se Esaú vier a um grupo e o atacar, o outro grupo escapará.
Gênesis 32:9	Disse mais Jacó: Deus de meu pai Abraão, e Deus de meu pai Isaque, o Senhor, que me disseste: Retorna à tua terra, e à tua parentela, e far-te-ei bem;
Gênesis 32:10	Menor sou eu que todas as benevolências, e que toda a fidelidade que tiveste para com o teu servo; porque apenas com meu cajado passei este Jordão, e agora me tornei em dois grupos;
Gênesis 32:11	Livra-me, peço-te, da mão de meu irmão, da mão de Esaú, porque o temo, para que não venha, e me mate, e a mãe com os filhos.
Gênesis 32:12	E tu o disseste: Certamente te farei bem, e farei a tua semente como a areia do mar, que pela multidão não se pode contar.
Gênesis 32:13	E passou ali aquela noite; e tomou do que lhe veio à sua mão, um presente para seu irmão Esaú:
Gênesis 32:14	Duzentas cabras, e vinte bodes; duzentas ovelhas, e vinte carneiros;
Gênesis 32:15	Trinta camelas de leite com suas crias, quarenta vacas, e dez novilhos; vinte jumentas, e dez jumentinhos;
Gênesis 32:16	E deu-os na mão dos seus servos, cada rebanho à parte, e disse a seus servos: Passai adiante da minha face, e ponde espaço entre rebanho e rebanho.
Gênesis 32:17	E ordenou ao primeiro, dizendo: Quando meu irmão Esaú te encontrar, e te perguntar, dizendo: De quem és, e para onde vais, e de quem são estes diante da tua face?
Gênesis 32:18	Então dirás: São de teu servo Jacó, presente que envia a meu senhor, a Esaú; e eis que ele mesmo vem também atrás de nós.
Gênesis 32:19	E ordenou também ao segundo, e ao terceiro, e a todos os que vinham atrás dos rebanhos, dizendo: Conforme essa mesma palavra falareis a Esaú, quando o achardes.
Gênesis 32:20	E direis também: Eis que o teu servo Jacó vem atrás de nós. Porque dizia: Eu o aplacarei com o presente, que vai adiante de mim, e depois verei a sua face; porventura me aceitará.
Gênesis 32:21	Assim passou o presente adiante da sua face; ele, porém, passou aquela noite no acampamento.
Gênesis 32:22	E levantou-se naquela mesma noite, e tomou as suas duas mulheres, e as suas duas servas, e os seus onze filhos, e passou o vau de Jaboque.
Gênesis 32:23	E tomou-os, e fê-los passar o ribeiro; e fez passar tudo o que tinha.
Gênesis 32:24	Jacó, porém, ficou só; e lutou com ele um homem, até que a alva subia.
Gênesis 32:25	E vendo que não prevalecia contra ele, tocou a juntura de sua coxa, e se deslocou a juntura da coxa de Jacó, lutando com ele.
Gênesis 32:26	E disse: Deixa-me ir, porque já a alva subiu. Porém ele disse: Não te deixarei ir, se não me abençoares.
Gênesis 32:27	E disse-lhe: Qual é o teu nome? E ele disse: Jacó.
Gênesis 32:28	Então disse: Não se chamará mais o teu nome Jacó, mas Israel, pois como príncipe lutaste com Deus, e com os homens, e prevaleceste.
Gênesis 32:29	E Jacó lhe perguntou, e disse: Dá-me, peço-te, a saber o teu nome. E disse: Por que perguntas pelo meu nome? E abençoou-o ali.
Gênesis 32:30	E chamou Jacó o nome daquele lugar Peniel, porque dizia: Vi Deus face a face, e a minha alma foi salva.
Gênesis 32:31	E saiu-lhe o sol, quando passou por Peniel; e manquejava da sua coxa.
Gênesis 32:32	Por isso os filhos de Israel não comem o tendão encolhido, que está sobre a juntura da coxa, até o dia de hoje; porquanto ele tocara a juntura da coxa de Jacó no tendão encolhido.
Gênesis 33:1	E levantou Jacó os seus olhos, e olhou, e eis que vinha Esaú, e quatrocentos homens com ele. Então repartiu os filhos entre Lia e Raquel, e as duas servas.
Gênesis 33:2	E pôs as servas e seus filhos na frente, e Lia e seus filhos atrás; porém Raquel e José, os derradeiros.
Gênesis 33:3	E ele mesmo passou adiante deles, e inclinou-se à terra sete vezes, até que chegou a seu irmão.
Gênesis 33:4	Então Esaú correu-lhe ao encontro, e abraçou-o, e lançou-se sobre o seu pescoço, e beijou-o; e choraram.
Gênesis 33:5	Depois levantou os seus olhos, e viu as mulheres, e os meninos, e disse: Quem são estes contigo? E ele disse: Os filhos que Deus graciosamente deu a teu servo.
Gênesis 33:6	Então chegaram as servas, elas e os seus filhos, e inclinaram-se.
Gênesis 33:7	E chegou também Lia com seus filhos, e inclinaram-se; e depois chegaram José e Raquel, e inclinaram-se.
Gênesis 33:8	E disse Esaú: Que pretendes tu com todo esse grupo que encontrei? E ele disse: Para achar graça aos olhos de meu senhor.
Gênesis 33:9	Mas Esaú disse: Eu tenho bastante, meu irmão; seja para ti o que tens.
Gênesis 33:10	Então disse Jacó: Não, se agora achei graça aos teus olhos, peço-te que tomes o meu presente da minha mão; porquanto vi o teu rosto, como se tivesse visto o rosto de Deus, e tomaste contentamento em mim.
Gênesis 33:11	Toma, peço-te, a minha bênção, que te foi trazida; porque Deus graciosamente ma deu; e porque tenho de tudo. E instou com ele, até que a tomou.
Gênesis 33:12	E disse: Partamos, e andemos, e eu irei adiante de ti.
Gênesis 33:13	Porém ele lhe disse: Meu senhor sabe que estes filhos são tenros, e que tenho comigo ovelhas e vacas de leite; se as afadigarem somente um dia, todo o rebanho morrerá.
Gênesis 33:14	Ora, passe o meu senhor diante da face de seu servo; e eu irei como guia pouco a pouco, conforme o passo do gado que está adiante da minha face, e conforme o passo dos meninos, até que chegue a meu senhor em Seir.
Gênesis 33:15	E Esaú disse: Permite-me deixar agora contigo parte desta gente que está comigo. E ele disse: Para que é isso? Basta que eu ache graça aos olhos de meu senhor.
Gênesis 33:16	Assim, retornou Esaú naquele dia pelo seu caminho a Seir.
Gênesis 33:17	Jacó, porém, partiu para Sucote e edificou para si uma casa; e fez cabanas para o seu gado; por isso chamou o nome daquele lugar Sucote.
Gênesis 33:18	E chegou Jacó são e salvo à cidade de Siquém, que está na terra de Canaã, quando vinha de Padã-Arã; e acampou diante da cidade.
Gênesis 33:19	E comprou uma parte do campo em que armara a sua tenda, da mão dos filhos de Hamor, pai de Siquém, por cem peças de dinheiro.
Gênesis 33:20	E levantou ali um altar, e chamou-o: Deus, o Deus de Israel.
Gênesis 34:1	E saiu Diná, filha de Lia, que esta dera a Jacó, para ver as filhas da terra.
Gênesis 34:2	E Siquém, filho de Hamor, o heveu, príncipe daquela terra, viu-a, e tomou-a, e deitou-se com ela, e desonrou-a.
Gênesis 34:3	E apegou-se a sua alma a Diná, filha de Jacó, e amou a moça, e falou afetuosamente à moça.
Gênesis 34:4	Falou também Siquém a seu pai Hamor, dizendo: Toma-me esta por mulher.
Gênesis 34:5	Quando Jacó ouviu que Siquém desonrara sua filha Diná, estavam os seus filhos no campo com o gado; e calou-se Jacó até que viessem.
Gênesis 34:6	E foi Hamor, pai de Siquém, a Jacó, para falar com ele.
Gênesis 34:7	E vieram os filhos de Jacó do campo, quando ouviram isso, e entristeceram-se os homens, e iraram-se muito, porquanto Siquém fizera doidice em Israel, deitando-se com a filha de Jacó, o que não se devia fazer.
Gênesis 34:8	Então falou Hamor com eles, dizendo: A alma de meu filho Siquém está enamorada da vossa filha; dai-lha, peço-vos, por mulher;
Gênesis 34:9	E aparentai-vos conosco, dai-nos as vossas filhas, e tomai as nossas filhas para vós;
Gênesis 34:10	E habitareis conosco; e a terra estará diante da vossa face; habitai e negociai nela, e tomai possessão nela.
Gênesis 34:11	E disse Siquém ao pai dela e aos irmãos dela: Ache eu graça aos vossos olhos e darei o que me disserdes.
Gênesis 34:12	Aumentai o quanto quiserdes o dote e a dádiva, e darei o que me disserdes; dai-me somente a moça por mulher.
Gênesis 34:13	Então responderam os filhos de Jacó a Siquém e a seu pai Hamor enganosamente, e falaram, porquanto ele havia desonrado sua irmã Diná,
Gênesis 34:14	E disseram-lhes: Não podemos fazer isso, que déssemos a nossa irmã a um homem não circuncidado, porque isso seria uma vergonha para nós;
Gênesis 34:15	Nisso, porém, consentiremos a vós: se fordes como nós, que se circuncide todo homem entre vós;
Gênesis 34:16	Então dar-vos-emos as nossas filhas, e tomaremos nós as vossas filhas, e habitaremos convosco, e seremos um povo.
Gênesis 34:17	Mas se não nos ouvirdes, e não vos circuncidardes, tomaremos a nossa filha e ir-nos-emos.
Gênesis 34:18	E suas palavras foram boas aos olhos de Hamor, e aos olhos de Siquém, filho de Hamor.
Gênesis 34:19	E não tardou o jovem em fazer isso, porque a filha de Jacó lhe agradava; e ele era o mais honrado de toda a casa de seu pai.
Gênesis 34:20	Foram, pois, Hamor e seu filho Siquém à porta da sua cidade, e falaram aos homens da sua cidade, dizendo:
Gênesis 34:21	Estes homens são pacíficos conosco; portanto, habitarão nesta terra, e negociarão nela; eis que a terra é larga de espaço diante da sua face; tomaremos nós as suas filhas por mulheres, e lhes daremos as nossas filhas.
Gênesis 34:22	Nisto, porém, consentirão aqueles homens em habitar conosco, para que sejamos um povo: se todo homem entre nós se circuncidar, como eles são circuncidados.
Gênesis 34:23	O seu gado, as suas possessões, e todos os seus animais não serão nossos? Consintamos, pois, com eles, e habitarão conosco.
Gênesis 34:24	E deram ouvidos a Hamor e a seu filho Siquém todos os que saíam da porta da cidade; e foi circuncidado todo homem, de todos os que saíam pela porta da sua cidade.
Gênesis 34:25	E aconteceu que, ao terceiro dia, quando estavam com a mais violenta dor, os dois filhos de Jacó, Simeão e Levi, irmãos de Diná, tomaram cada um a sua espada, e entraram afoitamente na cidade, e mataram todos os homens.
Gênesis 34:26	Mataram também ao fio da espada Hamor, e seu filho Siquém; e tomaram Diná da casa de Siquém, e saíram.
Gênesis 34:27	Lançaram-se os filhos de Jacó sobre os mortos e saquearam a cidade, porquanto desonraram sua irmã.
Gênesis 34:28	As suas ovelhas, e as suas vacas, e os seus jumentos, e o que na cidade e o que no campo havia, tomaram,
Gênesis 34:29	E todos os seus bens, e todos os seus pequeninos, e as suas mulheres levaram presos, e despojaram-nos de tudo o que havia em casa.
Gênesis 34:30	Então disse Jacó a Simeão e a Levi: Tendes-me turbado, fazendo-me cheirar mal entre os moradores desta terra, entre os cananeus e perizeus; tendo eu pouco povo em número, ajuntar-se-ão contra mim, e atacar-me-ão, e serei destruído, eu e minha casa.
Gênesis 34:31	E eles disseram: Faria, pois, ele a nossa irmã como a uma prostituta?
Gênesis 35:1	Depois disse Deus a Jacó: Levanta-te, sobe a Betel, e habita ali; e faz ali um altar ao Deus que te apareceu, quando fugiste de diante da face de teu irmão Esaú.
Gênesis 35:2	Então disse Jacó à sua família, e a todos os que com ele estavam: Tirai os deuses estranhos que há no meio de vós, e purificai-vos, e mudai as vossas vestes.
Gênesis 35:3	E levantemo-nos, e subamos a Betel; e ali farei um altar ao Deus que me respondeu no dia da minha angústia, e que esteve comigo no caminho em que andei.
Gênesis 35:4	Então deram a Jacó todos os deuses estranhos que tinham em suas mãos, e os brincos que estavam em suas orelhas; e Jacó os escondeu debaixo do carvalho que está junto a Siquém.
Gênesis 35:5	E partiram; e o terror de Deus caiu sobre as cidades que estavam ao redor deles, e não foram ao encalço dos filhos de Jacó.
Gênesis 35:6	Assim, chegou Jacó a Luz, que está na terra de Canaã (esta é Betel), ele e todo o povo que com ele estava.
Gênesis 35:7	E edificou ali um altar, e chamou aquele lugar El-Betel, porquanto Deus ali se lhe tinha manifestado, quando fugia de diante da face de seu irmão.
Gênesis 35:8	E morreu Débora, a ama de Rebeca, e foi sepultada ao pé de Betel, debaixo do carvalho que se chamou pelo nome de Alom-Bacute.
Gênesis 35:9	E apareceu Deus outra vez a Jacó, vindo ele de Padã-Arã, e abençoou-o.
Gênesis 35:10	E disse-lhe Deus: O teu nome é Jacó; não se chamará mais o teu nome Jacó, mas Israel será o teu nome. E chamou o seu nome Israel.
Gênesis 35:11	Disse-lhe mais Deus: Eu sou o Deus Todo-Poderoso; frutifica e multiplica-te; uma nação e uma multidão de nações sairão de ti, e reis procederão dos teus lombos;
Gênesis 35:12	E te darei a terra que dei a Abraão e a Isaque, e à tua semente depois de ti darei a terra.
Gênesis 35:13	E Deus subiu de diante dele, do lugar onde falara com ele.
Gênesis 35:14	E Jacó pôs uma coluna no lugar onde falara com ele, uma coluna de pedra; e derramou sobre ela uma libação, e deitou sobre ela azeite.
Gênesis 35:15	E chamou Jacó o nome daquele lugar, onde Deus falara com ele, Betel.
Gênesis 35:16	E partiram de Betel; e havia ainda um pequeno espaço de terra para chegar a Efrata, e Raquel deu à luz, e ela teve um parto difícil.
Gênesis 35:17	E aconteceu que, tendo ela dificuldade em seu parto, lhe disse a parteira: Não temas, porque também este filho terás.
Gênesis 35:18	E aconteceu que, ao sair-lhe a alma (porque ela morreu), chamou o seu nome Benoni; mas seu pai o chamou Benjamim.
Gênesis 35:19	Assim, morreu Raquel, e foi sepultada no caminho de Efrata, que é Belém.
Gênesis 35:20	E Jacó pôs uma coluna sobre a sua sepultura; essa é a coluna da sepultura de Raquel até o dia de hoje.
Gênesis 35:21	Então partiu Israel, e armou a sua tenda além de Migdal Éder.
Gênesis 35:22	E aconteceu que, habitando Israel naquela terra, foi Rúben, e deitou-se com Bila, concubina de seu pai; e Israel ouviu-o. E eram doze os filhos de Jacó:
Gênesis 35:23	Os filhos de Lia: Rúben, o primogênito de Jacó, depois Simeão, e Levi, e Judá, e Issacar, e Zebulom;
Gênesis 35:24	Os filhos de Raquel: José e Benjamim;
Gênesis 35:25	E os filhos de Bila, serva de Raquel: Dã e Naftali;
Gênesis 35:26	E os filhos de Zilpa, serva de Lia: Gade e Aser. Esses são os filhos de Jacó, que lhe nasceram em Padã-Arã.
Gênesis 35:27	E Jacó foi a seu pai Isaque, a Manre, a Quiriate-Arba (que é Hebrom), onde peregrinaram Abraão e Isaque.
Gênesis 35:28	E foram os dias de Isaque cento e oitenta anos.
Gênesis 35:29	E Isaque expirou, e morreu, e foi recolhido ao seu povo, velho e farto de dias; e seus filhos Esaú e Jacó o sepultaram.
Gênesis 36:1	E estas são as gerações de Esaú (que é Edom).
Gênesis 36:2	Esaú tomou suas mulheres das filhas de Canaã: Ada, filha de Elom, o heteu, e Aolibama, filha de Aná, filha de Zibeão, o heveu,
Gênesis 36:3	E Basemate, filha de Ismael, irmã de Nebaiote.
Gênesis 36:4	E Ada deu Elifaz a Esaú; e Basemate deu à luz Reuel;
Gênesis 36:5	E Aolibama deu à luz Jeús, e Jalão, e Coré; esses são os filhos de Esaú, que lhe nasceram na terra de Canaã.
Gênesis 36:6	E Esaú tomou suas mulheres, e seus filhos, e suas filhas, e todas as almas de sua casa, e seu gado, e todos os seus animais, e todos os seus bens que havia adquirido na terra de Canaã, e foi para outra terra, distante da face de seu irmão Jacó,
Gênesis 36:7	Porque os bens deles eram muitos para habitarem juntos; e a terra de suas peregrinações não os podia sustentar, por causa do seu gado.
Gênesis 36:8	Portanto, Esaú habitou na montanha de Seir; Esaú é Edom.
Gênesis 36:9	Essas, pois, são as gerações de Esaú, pai dos edomitas, na montanha de Seir.
Gênesis 36:10	Estes são os nomes dos filhos de Esaú: Elifaz, filho de Ada, mulher de Esaú; Reuel, filho de Basemate, mulher de Esaú.
